Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Forderungen gegen typisch stille Gesellschafter - Restlaufzeit bis1 Jahr,4 - sonstige Vermögensgegenstände,1338,,0,,Asset,EUR
"Forderungen gegen typisch stille Gesellschafter, Restlaufzeit (größer 1 Jahr)",4 - sonstige Vermögensgegenstände,1339,,0,,Asset,EUR
Forderungen gegenüber Krankenkassen aus Aufwendungsausgleichsgesetz,4 - sonstige Vermögensgegenstände,1369,,0,,Asset,EUR
Durchlaufende Posten,4 - sonstige Vermögensgegenstände,1370,,0,,Asset,EUR
Fremdgeld,4 - sonstige Vermögensgegenstände,1374,,0,,Asset,EUR
Agenturwarenabrechnung,4 - sonstige Vermögensgegenstände,1375,,0,,Asset,EUR
"Nachträglich abziehbare Vorsteuer, § 15a Abs. 2 UStG",4 - sonstige Vermögensgegenstände,1376,,0,,Asset,EUR
"Zurückzuzahlende Vorsteuer, § 15a Abs. 2 UStG",4 - sonstige Vermögensgegenstände,1377,,0,,Asset,EUR
Ansprüche aus Rückdeckungsversicherungen,4 - sonstige Vermögensgegenstände,1378,,0,,Asset,EUR
GmbH-Anteile zum kurzfristigen Verbleib,4 - sonstige Vermögensgegenstände,1390,,0,,Asset,EUR
Forderungen gegen Arbeitsgemeinschaften,4 - sonstige Vermögensgegenstände,1391,,0,,Asset,EUR
Genussrechte,4 - sonstige Vermögensgegenstände,1393,,0,,Asset,EUR
Einzahlungsansprüche zu Nebenleistungen oder Zuzahlungen,4 - sonstige Vermögensgegenstände,1394,,0,,Asset,EUR
Genossenschaftsanteile zum kurzfristigen Verbleib,4 - sonstige Vermögensgegenstände,1395,,0,,Asset,EUR
"Nachträglich abziehbare Vorsteuer, § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter",4 - sonstige Vermögensgegenstände,1396,,0,,Asset,EUR
"Zurückzuzahlende Vorsteuer, § 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter",4 - sonstige Vermögensgegenstände,1397,,0,,Asset,EUR
"Nachträglich abziehbare Vorsteuer gem. § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter",4 - sonstige Vermögensgegenstände,1398,,0,,Asset,EUR
"Zurückzuzahlende Vorsteuer gem. § 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter",4 - sonstige Vermögensgegenstände,1399,,0,,Asset,EUR
Entstandene Einfuhrumsatzsteuer,4 - sonstige Vermögensgegenstände,1433,,0,Tax,Asset,EUR
Vorsteuer im Folgejahr abziehbar,4 - sonstige Vermögensgegenstände,1434,,0,,Asset,EUR
Forderungen aus Gewerbesteuerüberzahlungen,4 - sonstige Vermögensgegenstände,1435,,0,,Asset,EUR
Vorsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts,4 - sonstige Vermögensgegenstände,1436,,0,Tax,Asset,EUR
Steuererstattungsansprüche gegenüber anderen Ländern,4 - sonstige Vermögensgegenstände,1440,,0,,Asset,EUR
Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag,4 - sonstige Vermögensgegenstände,1456,,0,,Asset,EUR
Forderungen gegenüber Bundesagentur für Arbeit,4 - sonstige Vermögensgegenstände,1457,,0,,Asset,EUR
Geldtransit,4 - sonstige Vermögensgegenstände,1460,,0,,Asset,EUR
Verrechnungskonto Ist-Versteuerung,4 - sonstige Vermögensgegenstände,1490,,0,,Asset,EUR
Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto,4 - sonstige Vermögensgegenstände,1495,,0,,Asset,EUR
Überleitungskonto Kostenstellen,4 - sonstige Vermögensgegenstände,1498,,0,,Asset,EUR
Verrechnungskonto geleistete Anzahlungen bei Buchung über Kreditorenkonto,4 - sonstige Vermögensgegenstände,3695,,0,,Asset,EUR
Bewertungskorrektur zu sonstigen Vermögensgegenständen (Währungsumrechnung),4 - sonstige Vermögensgegenstände,9965,,0,,Asset,EUR
Abziehbare Vorsteuer (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Abziehbare Vorsteuer,Abziehbare Vorsteuer (Gruppe),1400,,0,Tax,Asset,EUR
Abziehbare Vorsteuer 7 %,Abziehbare Vorsteuer (Gruppe),1401,,0,Tax,Asset,EUR
Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb,Abziehbare Vorsteuer (Gruppe),1402,,0,Tax,Asset,EUR
Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Abziehbare Vorsteuer (Gruppe),1404,,0,Tax,Asset,EUR
Abziehbare Vorsteuer 19 %,Abziehbare Vorsteuer (Gruppe),1406,,0,Tax,Asset,EUR
Abziehbare Vorsteuer nach § 13b UStG 19 %,Abziehbare Vorsteuer (Gruppe),1407,,0,Tax,Asset,EUR
Abziehbare Vorsteuer nach § 13b UStG,Abziehbare Vorsteuer (Gruppe),1408,,0,Tax,Asset,EUR
Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus dem Umsatzsteuerlager,Abziehbare Vorsteuer (Gruppe),1431,,0,Tax,Asset,EUR
Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Ust-ID,Abziehbare Vorsteuer (Gruppe),1432,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Aufzuteilende Vorsteuer,Aufzuteilende Vorsteuer (Gruppe),1410,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer 7 %,Aufzuteilende Vorsteuer (Gruppe),1411,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb,Aufzuteilende Vorsteuer (Gruppe),1412,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19 %,Aufzuteilende Vorsteuer (Gruppe),1413,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer 19 %,Aufzuteilende Vorsteuer (Gruppe),1416,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer nach §§ 13a/13b UStG,Aufzuteilende Vorsteuer (Gruppe),1417,,0,Tax,Asset,EUR
Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 19 %,Aufzuteilende Vorsteuer (Gruppe),1419,,0,Tax,Asset,EUR
Darlehen (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Darlehen,Darlehen (Gruppe),1360,,0,,Asset,EUR
"Darlehen, Restlaufzeit (bis 1 Jahr)",Darlehen (Gruppe),1361,,0,,Asset,EUR
"Darlehen, Restlaufzeit (größer 1 Jahr)",Darlehen (Gruppe),1365,,0,,Asset,EUR
Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung (Gruppe),1340,,0,,Asset,EUR
"Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung, Restlaufzeit (bis 1 Jahr)",Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung (Gruppe),1341,,0,,Asset,EUR
"Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung, Restlaufzeit (größer 1 Jahr)",Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung (Gruppe),1345,,0,,Asset,EUR
Kautionen (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Kautionen,Kautionen (Gruppe),1350,,0,,Asset,EUR
"Kautionen, Restlaufzeit (bis 1 Jahr)",Kautionen (Gruppe),1351,,0,,Asset,EUR
"Kautionen, Restlaufzeit (größer 1 Jahr)",Kautionen (Gruppe),1355,,0,,Asset,EUR
Umsatzsteuerforderungen (Gruppe),4 - sonstige Vermögensgegenstände,,,1,,Asset,EUR
Forderungen aus Umsatzsteuervorauszahlungen,Umsatzsteuerforderungen (Gruppe),1420,,0,Tax,Asset,EUR
Umsatzsteuerforderungen Vorjahr,Umsatzsteuerforderungen (Gruppe),1422,,0,Tax,Asset,EUR
Umsatzsteuerforderungen frühere Jahre,Umsatzsteuerforderungen (Gruppe),1425,,0,Tax,Asset,EUR
Forderungen aus entrichteten Verbrauchsteuern,Umsatzsteuerforderungen (Gruppe),1427,,0,Tax,Asset,EUR
III - Wertpapiere,B - Umlaufvermögen,,,1,,Asset,EUR
1 - Anteile an verbundenen Unternehmen,III - Wertpapiere,,,1,,Asset,EUR
Anteile an verbundenen Unternehmen (Umlaufvermögen),1 - Anteile an verbundenen Unternehmen,1500,,0,,Asset,EUR
2 - sonstige Wertpapiere,III - Wertpapiere,,,1,,Asset,EUR
Sonstige Wertpapiere,2 - sonstige Wertpapiere,1510,,0,,Asset,EUR
Andere Wertpapiere mit unwesentlichen Wertschwankungen,2 - sonstige Wertpapiere,1525,,0,,Asset,EUR
Wertpapieranlagen im Rahmen der kurzfristigen Finanzdisposition,2 - sonstige Wertpapiere,1530,,0,,Asset,EUR
"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",B - Umlaufvermögen,,,1,,Asset,EUR
Schecks,"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",1550,,0,Cash,Asset,EUR
LZB-Guthaben,"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",1780,,0,Bank,Asset,EUR
Bundesbankguthaben,"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",1790,,0,Bank,Asset,EUR
Bewertungskorrektur zu Guthaben bei Kreditinstituten,"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",9962,,0,,Asset,EUR
Bank (Gruppe),"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",,,1,,Asset,EUR
Bank,Bank (Gruppe),1800,,0,Bank,Asset,EUR
Bank 1,Bank (Gruppe),1810,,0,Bank,Asset,EUR
Bank 2,Bank (Gruppe),1820,,0,Bank,Asset,EUR
Bank 3,Bank (Gruppe),1830,,0,Bank,Asset,EUR
Bank 4,Bank (Gruppe),1840,,0,Bank,Asset,EUR
Bank 5,Bank (Gruppe),1850,,0,Bank,Asset,EUR
Finanzmittelanlagen im Rahmen der kurzfristigen Finanzdisposition (nicht im Finanzmittelfonds enthalten),Bank (Gruppe),1890,,0,,Asset,EUR
Kasse (Gruppe),"IV - Kassenbestand, Bundesbankguthaben, Guthaben bei Kreditinstituten und Schecks",,,1,,Asset,EUR
Kasse,Kasse (Gruppe),1600,,0,Cash,Asset,EUR
Nebenkasse 1,Kasse (Gruppe),1610,,0,Cash,Asset,EUR
Nebenkasse 2,Kasse (Gruppe),1620,,0,Cash,Asset,EUR
C - Rechnungsabgrenzungsposten,Aktiva,,,1,,Asset,EUR
Aktive Rechnungsabgrenzung,C - Rechnungsabgrenzungsposten,1900,,0,,Asset,EUR
Damnum/Disagio,C - Rechnungsabgrenzungsposten,1940,,0,,Asset,EUR
D - Aktive latente Steuern,Aktiva,,,1,,Asset,EUR
Aktive latente Steuern,D - Aktive latente Steuern,1950,,0,,Asset,EUR
E - Aktiver Unterschiedsbetrag aus der Vermögensverrechnung,Aktiva,,,1,,Asset,EUR
Vermögensgegenstände zur Saldierung mit Pensionsrückstellungen und ähnliche Verpflichtungen zum langfristigen Verbleib,E - Aktiver Unterschiedsbetrag aus der Vermögensverrechnung,1381,,0,,Asset,EUR
Vermögensgegenstände zur Saldierung mit der Altersversicherung vergleichbaren langfristigen Verpflichtungen,E - Aktiver Unterschiedsbetrag aus der Vermögensverrechnung,1383,,0,,Asset,EUR
