Account Name,Parent Account,Account Number,Parent Account Number,Is Group,Account Type,Root Type,Account Currency
Zuführung zu Aufwandsrückstellungen,Sonstige Kosten (Gruppe),6475,,0,Expense Account,Expense,EUR
Reparaturen und Instandhaltung von anderen Anlagen,Sonstige Kosten (Gruppe),6485,,0,Expense Account,Expense,EUR
Sonstige Reparaturen und Instandhaltungen,Sonstige Kosten (Gruppe),6490,,0,Expense Account,Expense,EUR
Wartungskosten für Hard- und Software,Sonstige Kosten (Gruppe),6495,,0,Expense Account,Expense,EUR
Mietleasing (bewegliche Wirtschaftsgüter),Sonstige Kosten (Gruppe),6498,,0,Expense Account,Expense,EUR
Porto,Sonstige Kosten (Gruppe),6800,,0,Expense Account,Expense,EUR
Telefon,Sonstige Kosten (Gruppe),6805,,0,Expense Account,Expense,EUR
Telefax und Internetkosten,Sonstige Kosten (Gruppe),6810,,0,Expense Account,Expense,EUR
Bürobedarf,Sonstige Kosten (Gruppe),6815,,0,Expense Account,Expense,EUR
"Zeitschriften, Bücher",Sonstige Kosten (Gruppe),6820,,0,Expense Account,Expense,EUR
Fortbildungskosten,Sonstige Kosten (Gruppe),6821,,0,Expense Account,Expense,EUR
Freiwillige Sozialleistungen,Sonstige Kosten (Gruppe),6822,,0,Expense Account,Expense,EUR
Rechts- und Beratungskosten,Sonstige Kosten (Gruppe),6825,,0,Expense Account,Expense,EUR
Abschluss- und Prüfungskosten,Sonstige Kosten (Gruppe),6827,,0,Expense Account,Expense,EUR
Buchführungskosten,Sonstige Kosten (Gruppe),6830,,0,Expense Account,Expense,EUR
Mieten für Einrichtungen (bewegliche Wirtschaftsgüter),Sonstige Kosten (Gruppe),6835,,0,Expense Account,Expense,EUR
Pacht (bewegliche Wirtschaftsgüter),Sonstige Kosten (Gruppe),6836,,0,Expense Account,Expense,EUR
"Aufwendungen für die zeitlich befristete Überlassung von Rechten (Lizenzen, Konzessionen)",Sonstige Kosten (Gruppe),6837,,0,Expense Account,Expense,EUR
"Aufwendungen für gemietete oder gepachtete bewegliche Wirtschaftsg., die gewerbest. hinzuzurechnen sind",Sonstige Kosten (Gruppe),6838,,0,Expense Account,Expense,EUR
Werkzeuge und Kleingeräte,Sonstige Kosten (Gruppe),6845,,0,Expense Account,Expense,EUR
Betriebsbedarf,Sonstige Kosten (Gruppe),6850,,0,Expense Account,Expense,EUR
Nebenkosten des Geldverkehrs,Sonstige Kosten (Gruppe),6855,,0,Expense Account,Expense,EUR
Aufwendungen aus Anteilen an Kapitalgesellschaften §§ 3 Nr. 40 und 3c EStG bzw. § 8b Abs. 1 und 4 KstG,Sonstige Kosten (Gruppe),6856,,0,Expense Account,Expense,EUR
Veräußerungskosten § 3 Nr. 40 EStG/§ 8b Abs. 2 KStG (inl. Kap.Ges.),Sonstige Kosten (Gruppe),6857,,0,Expense Account,Expense,EUR
Aufwendungen für Abraum- und Abfallbeseitigung,Sonstige Kosten (Gruppe),6859,,0,Expense Account,Expense,EUR
Nicht abziehbare Vorsteuer 19 %,Sonstige Kosten (Gruppe),6871,,0,Expense Account,Expense,EUR
Aufwendungen aus der Währungsumrechnung,Sonstige Kosten (Gruppe),6880,,0,Expense Account,Expense,EUR
Aufwendungen aus Bewertung Finanzmittelfonds,Sonstige Kosten (Gruppe),6883,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchverlust),Sonstige Kosten (Gruppe),6884,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchverlust),Sonstige Kosten (Gruppe),6885,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchverlust),Sonstige Kosten (Gruppe),6888,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Sachanlagevermögen (bei Buchverlust),Sonstige Kosten (Gruppe),6889,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchverlust),Sonstige Kosten (Gruppe),6890,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Finanzanlagen (bei Buchverlust),Sonstige Kosten (Gruppe),6891,,0,Expense Account,Expense,EUR
Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG i. V. m. § 8b Abs. 3 S. 3 KStG (bei Buchverlust),Sonstige Kosten (Gruppe),6892,,0,Expense Account,Expense,EUR
Anlagenabgänge Sachanlagen (Restbuchwert bei Buchverlust),Sonstige Kosten (Gruppe),6895,,0,Expense Account,Expense,EUR
Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchverlust),Sonstige Kosten (Gruppe),6896,,0,Expense Account,Expense,EUR
Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchverlust),Sonstige Kosten (Gruppe),6897,,0,Expense Account,Expense,EUR
Anlagenabgänge Finanzanlagen §3 Nr. 40 EStG bzw. §8b Abs.2 KStG i. V. m. §8b Abs.3 S.3 KstG (Restbuchwert bei Buchverlust),Sonstige Kosten (Gruppe),6898,,0,Expense Account,Expense,EUR
Verluste aus dem Abgang von Ggenständen des Umlaufvermögens (außer Vorräte),Sonstige Kosten (Gruppe),6905,,0,Expense Account,Expense,EUR
Verluste aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) §3 Nr.40 EStG bzw. §8b Abs.2 KstG,Sonstige Kosten (Gruppe),6906,,0,Expense Account,Expense,EUR
Abschreibungen auf Umlaufvermögen außer Vorräte und Wertpapiere (übliche Höhe),Sonstige Kosten (Gruppe),6910,,0,Expense Account,Expense,EUR
Einstellung in die Pauschalwertberichtigung auf Forderungen,Sonstige Kosten (Gruppe),6920,,0,Expense Account,Expense,EUR
Einstellung in die Einzelwertberichtigung auf Forderungen,Sonstige Kosten (Gruppe),6923,,0,Expense Account,Expense,EUR
Periodenfremde Aufwendungen (soweit nicht außerordentlich),Sonstige Kosten (Gruppe),6960,,0,Expense Account,Expense,EUR
Verluste durch Verschmelzung und Umwandlung,Sonstige Kosten (Gruppe),7551,,0,Expense Account,Expense,EUR
Aufwendungen für Restrukturierungs- und Sanierungsmaßnahmen,Sonstige Kosten (Gruppe),7553,,0,Expense Account,Expense,EUR
Fahrzeugkosten (Gruppe),Sonstige Kosten (Gruppe),,,1,,Expense,EUR
Fahrzeugkosten,Fahrzeugkosten (Gruppe),6500,,0,Expense Account,Expense,EUR
Kfz-Versicherungen,Fahrzeugkosten (Gruppe),6520,,0,Expense Account,Expense,EUR
Laufende Kfz-Betriebskosten,Fahrzeugkosten (Gruppe),6530,,0,Expense Account,Expense,EUR
Kfz-Reparaturen,Fahrzeugkosten (Gruppe),6540,,0,Expense Account,Expense,EUR
Garagenmiete,Fahrzeugkosten (Gruppe),6550,,0,Expense Account,Expense,EUR
Mietleasing Kfz,Fahrzeugkosten (Gruppe),6560,,0,Expense Account,Expense,EUR
Sonstige Kfz-Kosten,Fahrzeugkosten (Gruppe),6570,,0,Expense Account,Expense,EUR
Mautgebühren,Fahrzeugkosten (Gruppe),6580,,0,Expense Account,Expense,EUR
Kfz-Kosten für betrieblich genutzte zum Privatvermögen gehörende Kraftfahrzeuge,Fahrzeugkosten (Gruppe),6590,,0,Expense Account,Expense,EUR
Fremdfahrzeugkosten,Fahrzeugkosten (Gruppe),6595,,0,Expense Account,Expense,EUR
Forderungsverluste (übliche Höhe) (Gruppe),Sonstige Kosten (Gruppe),,,1,,Expense,EUR
Forderungsverluste (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6930,,0,Expense Account,Expense,EUR
Forderungsverluste 7 % USt (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6931,,0,Expense Account,Expense,EUR
Forderungsverluste aus steuerfreien EU-Lieferungen (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6932,,0,Expense Account,Expense,EUR
Forderungsverluste aus im Inland steuerpfl. EU-Lieferungen 7 % USt (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6933,,0,Expense Account,Expense,EUR
Forderungsverluste 19 % USt (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6936,,0,Expense Account,Expense,EUR
Forderungsverluste aus im Inland steuerpfl. EU-Lieferungen 19 % USt (übliche Höhe),Forderungsverluste (übliche Höhe) (Gruppe),6938,,0,Expense Account,Expense,EUR
Kosten Warenabgabe (Gruppe),Sonstige Kosten (Gruppe),,,1,,Expense,EUR
Kosten Warenabgabe,Kosten Warenabgabe (Gruppe),6700,,0,Expense Account,Expense,EUR
Verpackungsmaterial,Kosten Warenabgabe (Gruppe),6710,,0,Expense Account,Expense,EUR
Ausgangsfrachten,Kosten Warenabgabe (Gruppe),6740,,0,Expense Account,Expense,EUR
Transportversicherungen,Kosten Warenabgabe (Gruppe),6760,,0,Expense Account,Expense,EUR
Verkaufsprovisionen,Kosten Warenabgabe (Gruppe),6770,,0,Expense Account,Expense,EUR
Fremdarbeiten (Vertrieb),Kosten Warenabgabe (Gruppe),6780,,0,Expense Account,Expense,EUR
Aufwand für Gewährleistungen,Kosten Warenabgabe (Gruppe),6790,,0,Expense Account,Expense,EUR
Werbekosten (Gruppe),Sonstige Kosten (Gruppe),,,1,,Expense,EUR
Werbekosten,Werbekosten (Gruppe),6600,,0,Expense Account,Expense,EUR
Streuartikel,Werbekosten (Gruppe),6605,,0,Expense Account,Expense,EUR
Geschenke abzugsfähig ohne § 37b EStG,Werbekosten (Gruppe),6610,,0,Expense Account,Expense,EUR
Geschenke abzugsfähig mit § 37b EStG,Werbekosten (Gruppe),6611,,0,Expense Account,Expense,EUR
Pauschale Steuern für Geschenke und Zugaben abzugsfähig,Werbekosten (Gruppe),6612,,0,Expense Account,Expense,EUR
Geschenke nicht abzugsfähig ohne § 37b EStG,Werbekosten (Gruppe),6620,,0,Expense Account,Expense,EUR
Geschenke nicht abzugsfähig mit § 37b EStG,Werbekosten (Gruppe),6621,,0,Expense Account,Expense,EUR
Pauschale Steuern für Geschenke und Zuwendungen nicht abzugsfähig,Werbekosten (Gruppe),6622,,0,Expense Account,Expense,EUR
Geschenke ausschließlich betrieblich genutzt,Werbekosten (Gruppe),6625,,0,Expense Account,Expense,EUR
Zugaben mit § 37b EStG,Werbekosten (Gruppe),6629,,0,Expense Account,Expense,EUR
Repräsentationskosten,Werbekosten (Gruppe),6630,,0,Expense Account,Expense,EUR
Bewirtungskosten,Werbekosten (Gruppe),6640,,0,Expense Account,Expense,EUR
Sonstige eingeschränkt abziehbare Betriebsausgaben (abziehbarer Anteil),Werbekosten (Gruppe),6641,,0,Expense Account,Expense,EUR
Sonstige eingeschränkt abziehbare Betriebsausgaben (nicht abziehbarer Anteil),Werbekosten (Gruppe),6642,,0,Expense Account,Expense,EUR
Aufmerksamkeiten,Werbekosten (Gruppe),6643,,0,Expense Account,Expense,EUR
Nicht abzugsfähige Bewirtungskosten,Werbekosten (Gruppe),6644,,0,Expense Account,Expense,EUR
Nicht abzugsfähige Betriebsausgaben aus Werbe- und Repräsentationskosten,Werbekosten (Gruppe),6645,,0,Expense Account,Expense,EUR
Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (abziehbarer Anteil),Werbekosten (Gruppe),6688,,0,Expense Account,Expense,EUR
Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (nicht abziehbarer Anteil),Werbekosten (Gruppe),6689,,0,Expense Account,Expense,EUR
Fahrten zwischen Wohnung und Betriebsstätte und Familienheimfahrten (Haben),Werbekosten (Gruppe),6690,,0,Expense Account,Expense,EUR
Verpflegungsmehraufwendungen im Rahmen der doppelten Haushaltsführung (abziehbarer Anteil),Werbekosten (Gruppe),6691,,0,Expense Account,Expense,EUR
Reisekosten Arbeitnehmer (Gruppe),Werbekosten (Gruppe),,,1,,Expense,EUR
Reisekosten Arbeitnehmer,Reisekosten Arbeitnehmer (Gruppe),6650,,0,Expense Account,Expense,EUR
Reisekosten Arbeitnehmer Übernachtungsaufwand,Reisekosten Arbeitnehmer (Gruppe),6660,,0,Expense Account,Expense,EUR
Reisekosten Arbeitnehmer Fahrtkosten,Reisekosten Arbeitnehmer (Gruppe),6663,,0,Expense Account,Expense,EUR
Reisekosten Arbeitnehmer Verpflegungsmehraufwand,Reisekosten Arbeitnehmer (Gruppe),6664,,0,Expense Account,Expense,EUR
Kilometergelderstattung Arbeitnehmer,Reisekosten Arbeitnehmer (Gruppe),6668,,0,Expense Account,Expense,EUR
Reisekosten Unternehmer (Gruppe),Werbekosten (Gruppe),,,1,,Expense,EUR
Reisekosten Unternehmer,Reisekosten Unternehmer (Gruppe),6670,,0,Expense Account,Expense,EUR
Reisekosten Unternehmer (nicht abziehbarer Anteil),Reisekosten Unternehmer (Gruppe),6672,,0,Expense Account,Expense,EUR
Reisekosten Unternehmer Fahrtkosten,Reisekosten Unternehmer (Gruppe),6673,,0,Expense Account,Expense,EUR
Reisekosten Unternehmer Verpflegungsmehraufwand,Reisekosten Unternehmer (Gruppe),6674,,0,Expense Account,Expense,EUR
Reisekosten Unternehmer Übernachtungsaufwand,Reisekosten Unternehmer (Gruppe),6680,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden (Gruppe)",Sonstige Kosten (Gruppe),,,1,,Expense,EUR
"Zuwendungen, Spenden, steuerlich nicht abziehbar","Zuwendungen, Spenden (Gruppe)",6390,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke","Zuwendungen, Spenden (Gruppe)",6391,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden für mildtätige Zwecke","Zuwendungen, Spenden (Gruppe)",6392,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke","Zuwendungen, Spenden (Gruppe)",6393,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden an politische Parteien","Zuwendungen, Spenden (Gruppe)",6394,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden an Stiftungen für gemeinnützige Zwecke i. S. d. § 52 Abs. 2 Nr. 1-3 AO","Zuwendungen, Spenden (Gruppe)",6395,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden an Stiftungen für kirchliche, religiöse und gemeinnützige Zwecke","Zuwendungen, Spenden (Gruppe)",6397,,0,Expense Account,Expense,EUR
"Zuwendungen, Spenden an Stiftungen fürwissenschaftliche, mildtätige und kulturelle Zwecke","Zuwendungen, Spenden (Gruppe)",6398,,0,Expense Account,Expense,EUR
4 - Vertriebskosten,,,,1,,Expense,EUR
5 - allgemeine Verwaltungskosten,,,,1,,Expense,EUR
6 - sonstige betriebliche Erträge,,,,1,,Income,EUR
Unentgeltliche Wertabgaben,6 - sonstige betriebliche Erträge,4600,,0,Income Account,Income,EUR
Entnahme von Gegenständen ohne USt,6 - sonstige betriebliche Erträge,4605,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt,6 - sonstige betriebliche Erträge,4630,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt,6 - sonstige betriebliche Erträge,4637,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternnehmens ohne USt (Telefon-Nutzung),6 - sonstige betriebliche Erträge,4638,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Kfz-Nutzung),6 - sonstige betriebliche Erträge,4639,,0,Income Account,Income,EUR
Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt,6 - sonstige betriebliche Erträge,4650,,0,Income Account,Income,EUR
Unentgeltliche Erbringung einer sonstigen Leistung ohne USt,6 - sonstige betriebliche Erträge,4659,,0,Income Account,Income,EUR
Unentgeltliche Erbringung einer sonstigen Leistung 19 % USt,6 - sonstige betriebliche Erträge,4660,,0,Income Account,Income,EUR
Unentgeltliche Zuwendung von Waren 7 % USt,6 - sonstige betriebliche Erträge,4670,,0,Income Account,Income,EUR
Unentgeltliche Zuwendung von Waren ohne USt,6 - sonstige betriebliche Erträge,4679,,0,Income Account,Income,EUR
Unentgeltliche Zuwendung von Waren 19 % USt,6 - sonstige betriebliche Erträge,4680,,0,Income Account,Income,EUR
Unentgeltliche Zuwendung von Gegenständen 19 % USt,6 - sonstige betriebliche Erträge,4686,,0,Income Account,Income,EUR
Unentgeltliche Zuwendung von Gegenständen ohne USt,6 - sonstige betriebliche Erträge,4689,,0,Income Account,Income,EUR
Sonstige betriebliche Erträge,6 - sonstige betriebliche Erträge,4830,,0,Income Account,Income,EUR
Sonstige betriebliche Erträge von verbundenen Unternehmen,6 - sonstige betriebliche Erträge,4832,,0,Income Account,Income,EUR
Sonstige Erträge betrieblich und regelmäßig 16 % USt,6 - sonstige betriebliche Erträge,4834,,0,Income Account,Income,EUR
Sonstige Erträge betrieblich und regelmäßig,6 - sonstige betriebliche Erträge,4835,,0,Income Account,Income,EUR
Sonstige Erträge betrieblich und regelmäßig 19 % USt,6 - sonstige betriebliche Erträge,4836,,0,Income Account,Income,EUR
Erstattete Vorsteuer anderer Länder,6 - sonstige betriebliche Erträge,4838,,0,Income Account,Income,EUR
Sonstige Erträge unregelmäßig,6 - sonstige betriebliche Erträge,4839,,0,Income Account,Income,EUR
Erträge aus der Währungsumrechnung,6 - sonstige betriebliche Erträge,4840,,0,Income Account,Income,EUR
"Sonstige Erlöse betrieblich und regelmäßig, steuerfrei § 4 Nr. 8 ff UStG",6 - sonstige betriebliche Erträge,4841,,0,Income Account,Income,EUR
"Sonstige Erlöse betrieblich und regelmäßig, steuerfrei z. B. § 4 Nr. 2-7 UStG",6 - sonstige betriebliche Erträge,4842,,0,Income Account,Income,EUR
Erträge aus Bewertung Finanzmittelfonds,6 - sonstige betriebliche Erträge,4843,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn),6 - sonstige betriebliche Erträge,4844,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchgewinn),6 - sonstige betriebliche Erträge,4845,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn),6 - sonstige betriebliche Erträge,4848,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn),6 - sonstige betriebliche Erträge,4849,,0,Income Account,Income,EUR
Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn),6 - sonstige betriebliche Erträge,4850,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn),6 - sonstige betriebliche Erträge,4851,,0,Income Account,Income,EUR
Andere aktivierte Eigenleistungen (Gruppe),6 - sonstige betriebliche Erträge,,,1,,Income,EUR
Andere aktivierte Eigenleistungen,Andere aktivierte Eigenleistungen (Gruppe),4820,,0,Income Account,Income,EUR
Aktivierte Eigenleistungen zur Erstellung von selbst geschaffenen immateriellen Vermögensgegenständen,Andere aktivierte Eigenleistungen (Gruppe),4825,,0,Income Account,Income,EUR
Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn),6 - sonstige betriebliche Erträge,4852,,0,Income Account,Income,EUR
Anlagenabgänge Sachanlagen (Restbuchwert bei Buchvergewinn),6 - sonstige betriebliche Erträge,4855,,0,Income Account,Income,EUR
Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn),6 - sonstige betriebliche Erträge,4856,,0,Income Account,Income,EUR
Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn),6 - sonstige betriebliche Erträge,4857,,0,Income Account,Income,EUR
Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (Restbuchwert bei Buchgewinn),6 - sonstige betriebliche Erträge,4858,,0,Income Account,Income,EUR
Erträge aus Abgang von Gegenständen des Umlaufvermögens (außer Vorräte),6 - sonstige betriebliche Erträge,4905,,0,Income Account,Income,EUR
Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EstG bzw. § 8b Abs. 2 KstG,6 - sonstige betriebliche Erträge,4906,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des Sachanlagevermögens,6 - sonstige betriebliche Erträge,4910,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des immateriellen Anlagevermögens,6 - sonstige betriebliche Erträge,4911,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des Finanzanlagevermögens,6 - sonstige betriebliche Erträge,4912,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des Finanzanlagevermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KstG,6 - sonstige betriebliche Erträge,4913,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen § 3 Nr. 40 EstG bzw. § 8b Abs. 2 KstG,6 - sonstige betriebliche Erträge,4914,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des Umlaufvermögens (außer Vorräte),6 - sonstige betriebliche Erträge,4915,,0,Income Account,Income,EUR
Erträge aus Zuschreibungen des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KstG,6 - sonstige betriebliche Erträge,4916,,0,Income Account,Income,EUR
Erträge aus Herabsetzung der Pauschalwertberichtigung auf Forderungen,6 - sonstige betriebliche Erträge,4920,,0,Income Account,Income,EUR
Erträge aus Herabsetzung der Einzelwertberichtigung auf Forderungen,6 - sonstige betriebliche Erträge,4923,,0,Income Account,Income,EUR
Erträge aus abgeschriebenen Forderungen,6 - sonstige betriebliche Erträge,4925,,0,Income Account,Income,EUR
Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG,6 - sonstige betriebliche Erträge,4927,,0,Income Account,Income,EUR
Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 10 EStG,6 - sonstige betriebliche Erträge,4928,,0,Income Account,Income,EUR
Erträge aus der Auflösung von Rückstellungen,6 - sonstige betriebliche Erträge,4930,,0,Income Account,Income,EUR
Erträge aus der Auflösung einer steuerlichen Rücklage,6 - sonstige betriebliche Erträge,4935,,0,Income Account,Income,EUR
Erträge aus der Auflösung steuerrechtlicher Sonderabschreibungen,6 - sonstige betriebliche Erträge,4937,,0,Income Account,Income,EUR
Periodenfremde Erträge (soweit nicht außerordentlich),6 - sonstige betriebliche Erträge,4960,,0,Income Account,Income,EUR
Versicherungsentschädigungen und Schadenersatzleistungen,6 - sonstige betriebliche Erträge,4970,,0,Income Account,Income,EUR
Erstattungen Aufwendungsausgleichsgesetz,6 - sonstige betriebliche Erträge,4972,,0,Income Account,Income,EUR
Investitionszuschüsse (steuerpflichtig),6 - sonstige betriebliche Erträge,4975,,0,Income Account,Income,EUR
Investitionszulagen (steuerfrei),6 - sonstige betriebliche Erträge,4980,,0,Income Account,Income,EUR
Steuerfreie Erträge aus der Auflösung von steuerlichen Rücklagen,6 - sonstige betriebliche Erträge,4981,,0,Income Account,Income,EUR
Sonstige steuerfreie Betriebseinnahmen,6 - sonstige betriebliche Erträge,4982,,0,Income Account,Income,EUR
Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände,6 - sonstige betriebliche Erträge,4987,,0,Income Account,Income,EUR
"Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre",6 - sonstige betriebliche Erträge,4989,,0,Income Account,Income,EUR
Erträge durch Verschmelzung und Umwandlung,6 - sonstige betriebliche Erträge,7451,,0,Income Account,Income,EUR
Verrechnete sonstige Sachbezüge (Gruppe),6 - sonstige betriebliche Erträge,,,1,,Income,EUR
Verrechnete sonstige Sachbezüge (keine Waren),Verrechnete sonstige Sachbezüge (Gruppe),4940,,0,Income Account,Income,EUR
Sachbezüge 7 % USt (Waren),Verrechnete sonstige Sachbezüge (Gruppe),4941,,0,Income Account,Income,EUR
Sachbezüge 19 % USt (Waren),Verrechnete sonstige Sachbezüge (Gruppe),4945,,0,Income Account,Income,EUR
Verrechnete sonstige Sachbezüge,Verrechnete sonstige Sachbezüge (Gruppe),4946,,0,Income Account,Income,EUR
Verrechnete sonstige Sachbezüge aus Kfz-Gestellung 19% USt,Verrechnete sonstige Sachbezüge (Gruppe),4947,,0,Income Account,Income,EUR
Verrechnete sonstige Sachbezüge 19% USt,Verrechnete sonstige Sachbezüge (Gruppe),4948,,0,Income Account,Income,EUR
Verrechnete sonstige Sachbezüge ohne Umsatzsteuer,Verrechnete sonstige Sachbezüge (Gruppe),4949,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Gruppe),6 - sonstige betriebliche Erträge,,,1,,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt,Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Gruppe),4640,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Kfz-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Gruppe),4645,,0,Income Account,Income,EUR
Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Telefon-Nutzung),Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Gruppe),4646,,0,Income Account,Income,EUR
7 - sonstige betriebliche Aufwendungen,,,,1,,Expense,EUR
8 - Erträge aus Beteiligungen,,,,1,,Income,EUR
Erträge aus Beteiligungen,8 - Erträge aus Beteiligungen,7000,,0,Income Account,Income,EUR
"Erträge aus Beteiligungen an Personengesellschaften (verb. Unternehmen), § 9 GewStG",8 - Erträge aus Beteiligungen,7004,,0,Income Account,Income,EUR
Erträge aus Anteilen an Kap.Ges. (inländische Beteiligung),8 - Erträge aus Beteiligungen,7005,,0,Income Account,Income,EUR
Erträge aus Anteilen an Kap.Ges. (inländische verb. Unternehmen),8 - Erträge aus Beteiligungen,7006,,0,Income Account,Income,EUR
Gewinnanteile aus Mitunternehmerschaften § 9 GewStG,8 - Erträge aus Beteiligungen,7008,,0,Income Account,Income,EUR
8 - davon aus verbundenen Unternehmen (Gruppe),8 - Erträge aus Beteiligungen,,,1,,Income,EUR
Erträge aus Beteiligungen an verbundenen Unternehmen,8 - davon aus verbundenen Unternehmen (Gruppe),7009,,0,Income Account,Income,EUR
"8b - Auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne",,,,1,,Income,EUR
Erhaltene Gewinne auf Grund einer Gewinngemeinschaft,"8b - Auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne",7192,,0,Income Account,Income,EUR
Erhaltene Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags,"8b - Auf Grund einer Gewinngemeinschaft, eines Gewinn- oder Teilgewinnabführungsvertrags erhaltene Gewinne",7194,,0,Income Account,Income,EUR
9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,,,,1,,Income,EUR
Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7010,,0,Income Account,Income,EUR
Erträge aus Ausleihungen des Finanzanlagevermögens,9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7011,,0,Income Account,Income,EUR
Erträge aus Anteilen an Personengesellschaften (Finanzanlagevermögen),9 - Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens,7013,,0,Income Account,Income,EUR
